tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,1813,0,live,DRD2,"D2DR, D2R",dopamine receptor D2,; D(2) dopamine receptor|dopamine D2 receptor|dopamine receptor D2 isoform|seven transmembrane helix receptor,11q23.2,11,NC_000011.10,113409595,113475398,minus,9,126450
9606,Homo sapiens,2932,0,live,GSK3B,,glycogen synthase kinase 3 beta,; glycogen synthase kinase-3 beta|GSK-3 beta|GSK3beta isoform|serine/threonine-protein kinase GSK3B,3q13.33,3,NC_000003.12,119821321,120095823,minus,13,605004
9606,Homo sapiens,1906,0,live,EDN1,"ARCND3, ET1, HDLCQ7, PPET1, QME",endothelin 1,; endothelin-1|preproendothelin-1,6p24.1,6,NC_000006.12,12256463,12297194,plus,9,131240
9606,Homo sapiens,6531,0,live,SLC6A3,"DAT, DAT1, PKDYS, PKDYS1",solute carrier family 6 member 3,"; sodium-dependent dopamine transporter|DA transporter|dopamine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 3|solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",5p15.33,5,NC_000005.10,1392794,1445440,minus,15,126455
9606,Homo sapiens,3356,0,live,HTR2A,"5-HT2A, HTR2",5-hydroxytryptamine receptor 2A,"; 5-hydroxytryptamine receptor 2A|5-HT2 receptor|5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled|serotonin 5-HT-2A receptor",13q14.2,13,NC_000013.11,46831542,46897076,minus,4,182135
9606,Homo sapiens,5053,0,live,PAH,"PH, PKU, PKU1",phenylalanine hydroxylase,; phenylalanine-4-hydroxylase|phe-4-monooxygenase|phenylalanine 4-monooxygenase,12q23.2,12,NC_000012.12,102836889,102958441,minus,15,612349
9606,Homo sapiens,3350,0,live,HTR1A,"5-HT-1A, 5-HT1A, 5HT1a, ADRB2RL1, ADRBRL1, G-21, PFMCD",5-hydroxytryptamine receptor 1A,"; 5-hydroxytryptamine receptor 1A|5-HT1a receptor|5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled|guanine nucleotide-binding regulatory protein-coupled receptor",5q12.3,5,NC_000005.10,63960048,63962292,minus,1,109760
9606,Homo sapiens,4842,0,live,NOS1,"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS",nitric oxide synthase 1,"; nitric oxide synthase, brain|NOS type I|constitutive NOS|neuronal NOS|nitric oxide synthase 1 (neuronal)|peptidyl-cysteine S-nitrosylase NOS1",12q24.22,12,NC_000012.12,117208142,117361802,minus,33,163731
9606,Homo sapiens,1139,0,live,CHRNA7,"CHRNA7-2, NACHRA7",cholinergic receptor nicotinic alpha 7 subunit,"; neuronal acetylcholine receptor subunit alpha-7|a7 nicotinic acetylcholine receptor|alpha 7 neuronal nicotinic acetylcholine receptor|alpha-7 nicotinic cholinergic receptor subunit|cholinergic receptor, nicotinic alpha 7|cholinergic receptor, nicotinic, alpha 7 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 7|neuronal acetylcholine receptor protein, alpha-7 chain",15q13.3,15,NC_000015.10,32030462,32173018,plus,13,118511
9606,Homo sapiens,4804,0,live,NGFR,"CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR",nerve growth factor receptor,"; tumor necrosis factor receptor superfamily member 16|NGF receptor|TNFR superfamily, member 16|low affinity neurotrophin receptor p75NTR|low-affinity nerve growth factor receptor|p75 ICD",17q21.33,17,NC_000017.11,49495293,49515008,plus,6,162010
9606,Homo sapiens,4915,0,live,NTRK2,"EIEE58, GP145-TrkB, OBHD, TRKB, trk-B",neurotrophic receptor tyrosine kinase 2,; BDNF/NT-3 growth factors receptor|BDNF-tropomyosine receptor kinase B|neurotrophic tyrosine kinase receptor type 2|tropomyosin-related kinase B|tyrosine kinase receptor B,9q21.33,9,NC_000009.12,84668458,85027070,plus,28,600456
9606,Homo sapiens,10580,0,live,SORBS1,"CAP, FLAF2, R85FL, SH3D5, SH3P12, SORB1",sorbin and SH3 domain containing 1,; sorbin and SH3 domain-containing protein 1|Fas-ligand associated factor 2|SH3 domain protein 5|c-Cbl associated protein|ponsin,10q24.1,10,NC_000010.11,95311773,95561439,minus,36,605264
9606,Homo sapiens,2740,0,live,GLP1R,"GLP-1, GLP-1-R, GLP-1R",glucagon like peptide 1 receptor,; glucagon-like peptide 1 receptor|GLP-1 receptor|GLP1 receptor|seven transmembrane helix receptor,6p21.2,6,NC_000006.12,39048781,39091303,plus,14,138032
9606,Homo sapiens,3351,0,live,HTR1B,"5-HT-1B, 5-HT-1D-beta, 5-HT1B, 5-HT1DB, HTR1D2, HTR1DB, S12",5-hydroxytryptamine receptor 1B,"; 5-hydroxytryptamine receptor 1B|5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled|serotonin 1D beta receptor|serotonin receptor 1B",6q14.1,6,NC_000006.12,77460924,77463491,minus,1,182131
9606,Homo sapiens,10317,0,live,B3GALT5,"B3GalT-V, B3GalTx, B3T5, GLCT5, beta-1,3-GalTase 5, beta-3-Gx-T5, beta3Gal-T5","beta-1,3-galactosyltransferase 5","; beta-1,3-galactosyltransferase 5|UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5|homolog of C. elegans Bt toxin resistance gene bre-5",21q22.2,21,NC_000021.9,39612940,39673137,plus,7,604066
9606,Homo sapiens,5020,0,live,OXT,"OT, OT-NPI-NPI, OXT",oxytocin/neurophysin I prepropeptide,"; oxytocin-neurophysin 1|neurophysin I|oxytocin, prepro- (neurophysin I)|oxytocin, prepropeptide|oxytocin-neurophysin I, preproprotein",20p13,20,NC_000020.11,3068871,3072517,plus,4,167050
9606,Homo sapiens,2903,0,live,GRIN2A,"EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A",glutamate ionotropic receptor NMDA type subunit 2A,"; glutamate receptor ionotropic, NMDA 2A|N-methyl D-aspartate receptor subtype 2A|N-methyl-D-aspartate receptor channel, subunit epsilon-1|N-methyl-D-aspartate receptor subunit 2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16p13.2,16,NC_000016.10,9753404,10182928,minus,16,138253
9606,Homo sapiens,9124,0,live,PDLIM1,"CLIM1, CLP-36, CLP36, HEL-S-112, hCLIM1",PDZ and LIM domain 1,; PDZ and LIM domain protein 1|LIM domain protein CLP-36|carboxyl terminal LIM domain protein 1|elfin|epididymis secretory protein Li 112,10q23.33,10,NC_000010.11,95237569,95291006,minus,7,605900
9606,Homo sapiens,1734,0,live,DIO2,"5DII, D2, DIOII, SelY, TXDI2",iodothyronine deiodinase 2,"; type II iodothyronine deiodinase|deiodinase, iodothyronine type II|deiodinase-2|deiodonase-2|thyroxine deiodinase, type II|type 2 DI|type 2 iodothyronine deiodinase|type-II 5'-deiodinase|type-II 5'deiodinase",14q31.1,14,NC_000014.9,80197526,80231057,minus,7,601413
9606,Homo sapiens,2931,0,live,GSK3A,,glycogen synthase kinase 3 alpha,; glycogen synthase kinase-3 alpha|GSK-3 alpha|serine/threonine-protein kinase GSK3A,19q13.2,19,NC_000019.10,42230186,42243330,minus,12,606784
9606,Homo sapiens,4986,0,live,OPRK1,"K-OR-1, KOR, KOR-1, OPRK",opioid receptor kappa 1,"; kappa-type opioid receptor|Opiate receptor, kappa-1|kappa opioid receptor",8q11.23,8,NC_000008.11,53225716,53251697,minus,5,165196
9606,Homo sapiens,3360,0,live,HTR4,"5-HT4, 5-HT4R",5-hydroxytryptamine receptor 4,"; 5-hydroxytryptamine receptor 4|5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled|5-hydroxytryptamine receptor 4 transcript variant b2|5-hydroxytryptamine receptor 4 transcript variant b3|cardiac 5-HT4 receptor",5q32,5,NC_000005.10,148451032,148654527,minus,12,602164
9606,Homo sapiens,1407,0,live,CRY1,"DSPD, PHLL1",cryptochrome circadian regulator 1,; cryptochrome-1|cryptochrome 1 (photolyase-like)|cryptochrome circadian clock 1,12q23.3,12,NC_000012.12,106991364,107093872,minus,14,601933
9606,Homo sapiens,1408,0,live,CRY2,"HCRY2, PHLL2",cryptochrome circadian regulator 2,; cryptochrome-2|cryptochrome 2 (photolyase-like)|cryptochrome circadian clock 2|growth-inhibiting protein 37,11p11.2,11,NC_000011.10,45847118,45883248,plus,13,603732
9606,Homo sapiens,3362,0,live,HTR6,"5-HT6, 5-HT6R",5-hydroxytryptamine receptor 6,"; 5-hydroxytryptamine receptor 6|5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled|serotonin receptor 6",1p36.13,1,NC_000001.11,19664875,19680966,plus,3,601109
9606,Homo sapiens,8087,0,live,FXR1,FXR1P,FMR1 autosomal homolog 1,"; fragile X mental retardation syndrome-related protein 1|fragile X mental retardation, autosomal homolog 1",3q26.33,3,NC_000003.12,180912670,180982753,plus,19,600819
9606,Homo sapiens,7504,0,live,XK,"KX, NA, NAC, X1kR1, XK",X-linked Kx blood group,"; membrane transport protein XK|Kell blood group precursor (McLeod phenotype)|Kx antigen|Kx blood group antigen|XK, Kell blood group complex subunit (McLeod syndrome)|XK-related protein 1|kell complex 37 kDa component|truncated X-linked Kx blood group",Xp21.1,X,NC_000023.11,37685686,37732130,plus,4,314850
9606,Homo sapiens,150084,0,live,IGSF5,"GSF5, JAM4",immunoglobulin superfamily member 5,; immunoglobulin superfamily member 5|immunoglobulin superfamily 5 like|junctional adhesion molecule 4,21q22.2,21,NC_000021.9,39632465,39802096,plus,12,610638
9606,Homo sapiens,51621,0,live,KLF13,"BTEB3, FKLF2, NSLP1, RFLAT-1, RFLAT1",Kruppel like factor 13,; Krueppel-like factor 13|BTE-binding protein 3|RANTES factor of late activated T lymphocytes-1|basic transcription element binding protein 3|novel Sp1-like zinc finger transcription factor 1|transcription factor BTEB3|transcription factor NSLP1,15q13.3,15,NC_000015.10,31326835,31435665,plus,3,605328
9606,Homo sapiens,9340,0,live,GLP2R,,glucagon like peptide 2 receptor,; glucagon-like peptide 2 receptor|GLP-2 receptor|epididymis secretory sperm binding protein,17p13.1,17,NC_000017.11,9825508,9894163,plus,14,603659
9606,Homo sapiens,55502,0,live,HES6,"C-HAIRY1, HES-6, bHLHb41, bHLHc23",hes family bHLH transcription factor 6,; transcription cofactor HES-6|class B basic helix-loop-helix protein 41|hairy and enhancer of split 6,2q37.3,2,NC_000002.12,238238267,238240038,minus,4,610331
9606,Homo sapiens,64211,0,live,LHX5,,LIM homeobox 5,; LIM/homeobox protein Lhx5|LIM homeobox protein 5,12q24.13,12,NC_000012.12,113462033,113471871,minus,5,605992
